event_id,timestamp,username,source_ip,destination_host,event_type,rule_id,rule_name,evidence,risk_points,mitre,label
EVT-007436,2024-01-23 04:10:35,employee14,198.51.100.91,vpn-gateway,login,R1,Multiple Failed Logins,6 failed logins for 'employee14' in the last 15 min,15,T1110 - Brute Force,1
EVT-007436,2024-01-23 04:10:35,employee14,198.51.100.91,vpn-gateway,login,R2,Unusual Login Time,Successful login at 04:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-007436,2024-01-23 04:10:35,employee14,198.51.100.91,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-229',10,T1078 - Valid Accounts,1
EVT-007439,2024-01-23 04:15:28,employee23,198.51.100.118,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-570',10,T1078 - Valid Accounts,1
EVT-007440,2024-01-23 04:16:09,employee23,198.51.100.118,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-570',10,T1078 - Valid Accounts,1
EVT-007441,2024-01-23 04:16:19,employee23,198.51.100.118,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-570',10,T1078 - Valid Accounts,1
EVT-007442,2024-01-23 04:17:02,employee23,198.51.100.118,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-570',10,T1078 - Valid Accounts,1
EVT-007443,2024-01-23 04:17:40,employee23,198.51.100.118,vpn-gateway,login,R1,Multiple Failed Logins,5 failed logins for 'employee23' in the last 15 min,15,T1110 - Brute Force,1
EVT-007443,2024-01-23 04:17:40,employee23,198.51.100.118,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-570',10,T1078 - Valid Accounts,1
EVT-007444,2024-01-23 04:17:58,employee23,198.51.100.118,vpn-gateway,login,R1,Multiple Failed Logins,6 failed logins for 'employee23' in the last 15 min,15,T1110 - Brute Force,1
EVT-007444,2024-01-23 04:17:58,employee23,198.51.100.118,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-570',10,T1078 - Valid Accounts,1
EVT-007446,2024-01-23 04:18:10,employee23,198.51.100.118,vpn-gateway,login,R1,Multiple Failed Logins,7 failed logins for 'employee23' in the last 15 min,15,T1110 - Brute Force,1
EVT-007446,2024-01-23 04:18:10,employee23,198.51.100.118,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-570',10,T1078 - Valid Accounts,1
EVT-007447,2024-01-23 04:18:18,employee23,198.51.100.118,vpn-gateway,login,R1,Multiple Failed Logins,8 failed logins for 'employee23' in the last 15 min,15,T1110 - Brute Force,1
EVT-007447,2024-01-23 04:18:18,employee23,198.51.100.118,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-570',10,T1078 - Valid Accounts,1
EVT-007448,2024-01-23 04:21:18,employee23,198.51.100.118,vpn-gateway,login,R1,Multiple Failed Logins,8 failed logins for 'employee23' in the last 15 min,15,T1110 - Brute Force,1
EVT-007448,2024-01-23 04:21:18,employee23,198.51.100.118,vpn-gateway,login,R2,Unusual Login Time,Successful login at 04:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-007448,2024-01-23 04:21:18,employee23,198.51.100.118,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-570',10,T1078 - Valid Accounts,1
EVT-007450,2024-01-23 04:24:07,employee26,192.0.2.82,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-937',10,T1078 - Valid Accounts,1
EVT-007451,2024-01-23 04:24:22,employee26,192.0.2.82,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-937',10,T1078 - Valid Accounts,1
EVT-007452,2024-01-23 04:24:26,employee26,192.0.2.82,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-937',10,T1078 - Valid Accounts,1
EVT-007453,2024-01-23 04:24:35,employee26,192.0.2.82,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-937',10,T1078 - Valid Accounts,1
EVT-007454,2024-01-23 04:24:47,employee26,192.0.2.82,vpn-gateway,login,R1,Multiple Failed Logins,5 failed logins for 'employee26' in the last 15 min,15,T1110 - Brute Force,1
EVT-007454,2024-01-23 04:24:47,employee26,192.0.2.82,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-937',10,T1078 - Valid Accounts,1
EVT-007455,2024-01-23 04:25:02,employee26,192.0.2.82,vpn-gateway,login,R1,Multiple Failed Logins,6 failed logins for 'employee26' in the last 15 min,15,T1110 - Brute Force,1
EVT-007455,2024-01-23 04:25:02,employee26,192.0.2.82,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-937',10,T1078 - Valid Accounts,1
EVT-007456,2024-01-23 04:25:34,employee26,192.0.2.82,vpn-gateway,login,R1,Multiple Failed Logins,7 failed logins for 'employee26' in the last 15 min,15,T1110 - Brute Force,1
EVT-007456,2024-01-23 04:25:34,employee26,192.0.2.82,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-937',10,T1078 - Valid Accounts,1
EVT-007457,2024-01-23 04:25:58,employee26,192.0.2.82,vpn-gateway,login,R1,Multiple Failed Logins,8 failed logins for 'employee26' in the last 15 min,15,T1110 - Brute Force,1
EVT-007457,2024-01-23 04:25:58,employee26,192.0.2.82,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-937',10,T1078 - Valid Accounts,1
EVT-007458,2024-01-23 04:27:00,employee29,203.0.113.177,mfa-service,mfa_event,R4,New MFA Device Registered,A new MFA device was registered for this account,20,T1098.005 - Account Manipulation: Device Registration,1
EVT-007459,2024-01-23 04:28:00,employee29,203.0.113.177,vpn-gateway,login,R2,Unusual Login Time,Successful login at 04:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-007459,2024-01-23 04:28:00,employee29,203.0.113.177,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-1029',10,T1078 - Valid Accounts,1
EVT-007460,2024-01-23 04:28:58,employee26,192.0.2.82,vpn-gateway,login,R1,Multiple Failed Logins,8 failed logins for 'employee26' in the last 15 min,15,T1110 - Brute Force,1
EVT-007460,2024-01-23 04:28:58,employee26,192.0.2.82,vpn-gateway,login,R2,Unusual Login Time,Successful login at 04:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-007460,2024-01-23 04:28:58,employee26,192.0.2.82,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-937',10,T1078 - Valid Accounts,1
EVT-007461,2024-01-23 05:37:51,employee23,198.51.100.166,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-128',10,T1078 - Valid Accounts,1
EVT-007462,2024-01-23 05:37:58,employee23,198.51.100.166,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-128',10,T1078 - Valid Accounts,1
EVT-007463,2024-01-23 05:38:02,employee23,198.51.100.166,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-128',10,T1078 - Valid Accounts,1
EVT-007464,2024-01-23 05:38:31,employee23,198.51.100.166,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-128',10,T1078 - Valid Accounts,1
EVT-007465,2024-01-23 05:38:53,employee23,198.51.100.166,vpn-gateway,login,R1,Multiple Failed Logins,5 failed logins for 'employee23' in the last 15 min,15,T1110 - Brute Force,1
EVT-007465,2024-01-23 05:38:53,employee23,198.51.100.166,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-128',10,T1078 - Valid Accounts,1
EVT-007466,2024-01-23 05:39:36,employee23,198.51.100.166,vpn-gateway,login,R1,Multiple Failed Logins,6 failed logins for 'employee23' in the last 15 min,15,T1110 - Brute Force,1
EVT-007466,2024-01-23 05:39:36,employee23,198.51.100.166,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-128',10,T1078 - Valid Accounts,1
EVT-007467,2024-01-23 05:39:53,employee23,198.51.100.166,vpn-gateway,login,R1,Multiple Failed Logins,7 failed logins for 'employee23' in the last 15 min,15,T1110 - Brute Force,1
EVT-007467,2024-01-23 05:39:53,employee23,198.51.100.166,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-128',10,T1078 - Valid Accounts,1
EVT-007468,2024-01-23 05:41:53,employee23,198.51.100.166,vpn-gateway,login,R1,Multiple Failed Logins,7 failed logins for 'employee23' in the last 15 min,15,T1110 - Brute Force,1
EVT-007468,2024-01-23 05:41:53,employee23,198.51.100.166,vpn-gateway,login,R2,Unusual Login Time,Successful login at 05:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-007468,2024-01-23 05:41:53,employee23,198.51.100.166,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-128',10,T1078 - Valid Accounts,1
EVT-007720,2024-01-24 01:25:16,employee01,203.0.113.49,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-193',10,T1078 - Valid Accounts,1
EVT-007721,2024-01-24 01:25:50,employee01,203.0.113.49,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-193',10,T1078 - Valid Accounts,1
EVT-007722,2024-01-24 01:26:09,employee01,203.0.113.49,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-193',10,T1078 - Valid Accounts,1
EVT-007723,2024-01-24 01:26:53,employee01,203.0.113.49,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-193',10,T1078 - Valid Accounts,1
EVT-007724,2024-01-24 01:27:06,employee01,203.0.113.49,vpn-gateway,login,R1,Multiple Failed Logins,5 failed logins for 'employee01' in the last 15 min,15,T1110 - Brute Force,1
EVT-007724,2024-01-24 01:27:06,employee01,203.0.113.49,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-193',10,T1078 - Valid Accounts,1
EVT-007725,2024-01-24 01:27:50,employee01,203.0.113.49,vpn-gateway,login,R1,Multiple Failed Logins,6 failed logins for 'employee01' in the last 15 min,15,T1110 - Brute Force,1
EVT-007725,2024-01-24 01:27:50,employee01,203.0.113.49,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-193',10,T1078 - Valid Accounts,1
EVT-007726,2024-01-24 01:28:23,employee01,203.0.113.49,vpn-gateway,login,R1,Multiple Failed Logins,7 failed logins for 'employee01' in the last 15 min,15,T1110 - Brute Force,1
EVT-007726,2024-01-24 01:28:23,employee01,203.0.113.49,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-193',10,T1078 - Valid Accounts,1
EVT-007727,2024-01-24 01:28:58,employee01,203.0.113.49,vpn-gateway,login,R1,Multiple Failed Logins,8 failed logins for 'employee01' in the last 15 min,15,T1110 - Brute Force,1
EVT-007727,2024-01-24 01:28:58,employee01,203.0.113.49,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-193',10,T1078 - Valid Accounts,1
EVT-007728,2024-01-24 01:29:12,employee01,203.0.113.49,vpn-gateway,login,R1,Multiple Failed Logins,9 failed logins for 'employee01' in the last 15 min,15,T1110 - Brute Force,1
EVT-007728,2024-01-24 01:29:12,employee01,203.0.113.49,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-193',10,T1078 - Valid Accounts,1
EVT-007729,2024-01-24 01:29:43,employee01,203.0.113.49,vpn-gateway,login,R1,Multiple Failed Logins,10 failed logins for 'employee01' in the last 15 min,15,T1110 - Brute Force,1
EVT-007729,2024-01-24 01:29:43,employee01,203.0.113.49,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-193',10,T1078 - Valid Accounts,1
EVT-007730,2024-01-24 01:30:04,employee01,203.0.113.49,vpn-gateway,login,R1,Multiple Failed Logins,11 failed logins for 'employee01' in the last 15 min,15,T1110 - Brute Force,1
EVT-007730,2024-01-24 01:30:04,employee01,203.0.113.49,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-193',10,T1078 - Valid Accounts,1
EVT-007731,2024-01-24 01:30:42,employee01,203.0.113.49,vpn-gateway,login,R1,Multiple Failed Logins,12 failed logins for 'employee01' in the last 15 min,15,T1110 - Brute Force,1
EVT-007731,2024-01-24 01:30:42,employee01,203.0.113.49,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-193',10,T1078 - Valid Accounts,1
EVT-007732,2024-01-24 01:33:42,employee01,203.0.113.49,vpn-gateway,login,R1,Multiple Failed Logins,12 failed logins for 'employee01' in the last 15 min,15,T1110 - Brute Force,1
EVT-007732,2024-01-24 01:33:42,employee01,203.0.113.49,vpn-gateway,login,R2,Unusual Login Time,Successful login at 01:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-007732,2024-01-24 01:33:42,employee01,203.0.113.49,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-193',10,T1078 - Valid Accounts,1
EVT-007733,2024-01-24 02:52:37,admin01,10.30.0.1,vpn-gateway,login,R2,Unusual Login Time,Successful login at 02:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-007736,2024-01-24 02:57:19,admin01,10.30.0.1,mail-server-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 4 distinct hosts by 'admin01' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-007737,2024-01-24 02:58:41,admin01,10.30.0.1,file-server-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 5 distinct hosts by 'admin01' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-007738,2024-01-24 02:59:25,admin01,10.30.0.1,hr-portal,server_access,R6,Multiple Host Access (Lateral Movement),Access to 6 distinct hosts by 'admin01' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-007739,2024-01-24 03:37:48,employee37,203.0.113.84,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-561',10,T1078 - Valid Accounts,1
EVT-007740,2024-01-24 03:38:14,employee37,203.0.113.84,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-561',10,T1078 - Valid Accounts,1
EVT-007741,2024-01-24 03:38:29,employee37,203.0.113.84,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-561',10,T1078 - Valid Accounts,1
EVT-007742,2024-01-24 03:38:36,employee37,203.0.113.84,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-561',10,T1078 - Valid Accounts,1
EVT-007743,2024-01-24 03:39:10,employee37,203.0.113.84,vpn-gateway,login,R1,Multiple Failed Logins,5 failed logins for 'employee37' in the last 15 min,15,T1110 - Brute Force,1
EVT-007743,2024-01-24 03:39:10,employee37,203.0.113.84,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-561',10,T1078 - Valid Accounts,1
EVT-007744,2024-01-24 03:39:14,employee37,203.0.113.84,vpn-gateway,login,R1,Multiple Failed Logins,6 failed logins for 'employee37' in the last 15 min,15,T1110 - Brute Force,1
EVT-007744,2024-01-24 03:39:14,employee37,203.0.113.84,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-561',10,T1078 - Valid Accounts,1
EVT-007745,2024-01-24 03:39:26,employee37,203.0.113.84,vpn-gateway,login,R1,Multiple Failed Logins,7 failed logins for 'employee37' in the last 15 min,15,T1110 - Brute Force,1
EVT-007745,2024-01-24 03:39:26,employee37,203.0.113.84,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-561',10,T1078 - Valid Accounts,1
EVT-007746,2024-01-24 03:39:31,employee37,203.0.113.84,vpn-gateway,login,R1,Multiple Failed Logins,8 failed logins for 'employee37' in the last 15 min,15,T1110 - Brute Force,1
EVT-007746,2024-01-24 03:39:31,employee37,203.0.113.84,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-561',10,T1078 - Valid Accounts,1
EVT-007747,2024-01-24 03:39:51,employee37,203.0.113.84,vpn-gateway,login,R1,Multiple Failed Logins,9 failed logins for 'employee37' in the last 15 min,15,T1110 - Brute Force,1
EVT-007747,2024-01-24 03:39:51,employee37,203.0.113.84,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-561',10,T1078 - Valid Accounts,1
EVT-007748,2024-01-24 03:40:05,employee37,203.0.113.84,vpn-gateway,login,R1,Multiple Failed Logins,10 failed logins for 'employee37' in the last 15 min,15,T1110 - Brute Force,1
EVT-007748,2024-01-24 03:40:05,employee37,203.0.113.84,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-561',10,T1078 - Valid Accounts,1
EVT-007749,2024-01-24 03:42:05,employee37,203.0.113.84,vpn-gateway,login,R1,Multiple Failed Logins,10 failed logins for 'employee37' in the last 15 min,15,T1110 - Brute Force,1
EVT-007749,2024-01-24 03:42:05,employee37,203.0.113.84,vpn-gateway,login,R2,Unusual Login Time,Successful login at 03:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-007749,2024-01-24 03:42:05,employee37,203.0.113.84,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-561',10,T1078 - Valid Accounts,1
EVT-007750,2024-01-24 05:43:51,employee33,10.20.0.34,vpn-gateway,login,R2,Unusual Login Time,Successful login at 05:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-007753,2024-01-24 05:47:14,employee33,10.20.0.34,backup-server-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 4 distinct hosts by 'employee33' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-007754,2024-01-24 05:49:06,employee33,10.20.0.34,db-server-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 5 distinct hosts by 'employee33' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-007755,2024-01-24 05:51:00,employee33,10.20.0.34,file-server-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 6 distinct hosts by 'employee33' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-007818,2024-01-24 08:58:40,employee29,10.20.0.30,hr-portal,server_access,R6,Multiple Host Access (Lateral Movement),Access to 4 distinct hosts by 'employee29' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,0
EVT-008020,2024-01-25 01:02:27,admin03,10.30.0.3,vpn-gateway,login,R2,Unusual Login Time,Successful login at 01:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-008021,2024-01-25 01:03:27,admin03,10.30.0.3,hr-portal,process_start,R8,Credential-Access Activity,Simulated credential-access activity: process 'sim_credential_access_tool' on 'hr-portal',25,T1003 - OS Credential Dumping,1
EVT-008022,2024-01-25 01:06:27,admin03,10.30.0.3,db-server-01,process_start,R8,Credential-Access Activity,Simulated credential-access activity: process 'sim_credential_access_tool' on 'db-server-01',25,T1003 - OS Credential Dumping,1
EVT-008023,2024-01-25 01:40:32,employee25,198.51.100.149,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-949',10,T1078 - Valid Accounts,1
EVT-008024,2024-01-25 01:41:33,employee25,198.51.100.149,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-949',10,T1078 - Valid Accounts,1
EVT-008025,2024-01-25 01:42:50,employee25,198.51.100.149,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-949',10,T1078 - Valid Accounts,1
EVT-008026,2024-01-25 01:43:36,employee25,198.51.100.149,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-949',10,T1078 - Valid Accounts,1
EVT-008027,2024-01-25 01:44:36,employee25,198.51.100.149,vpn-gateway,login,R2,Unusual Login Time,Successful login at 01:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-008027,2024-01-25 01:44:36,employee25,198.51.100.149,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-949',10,T1078 - Valid Accounts,1
EVT-008031,2024-01-25 01:53:53,employee20,10.20.0.21,vpn-gateway,login,R2,Unusual Login Time,Successful login at 01:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-008032,2024-01-25 01:54:53,employee20,10.20.0.21,file-server-01,process_start,R8,Credential-Access Activity,Simulated credential-access activity: process 'sim_credential_access_tool' on 'file-server-01',25,T1003 - OS Credential Dumping,1
EVT-008034,2024-01-25 01:57:36,employee25,198.51.100.149,mfa-service,mfa_event,R4,New MFA Device Registered,A new MFA device was registered for this account,20,T1098.005 - Account Manipulation: Device Registration,1
EVT-008035,2024-01-25 01:58:53,employee20,10.20.0.21,mail-server-01,process_start,R8,Credential-Access Activity,Simulated credential-access activity: process 'sim_credential_access_tool' on 'mail-server-01',25,T1003 - OS Credential Dumping,1
EVT-008036,2024-01-25 01:59:36,employee25,198.51.100.149,admin-portal,privilege_change,R5,Privilege Escalation,Privilege escalation to 'admin' via 'privilege_change' on 'admin-portal',20,T1098 - Account Manipulation,1
EVT-008037,2024-01-25 02:00:36,employee25,198.51.100.149,mail-server-01,process_start,R8,Credential-Access Activity,Simulated credential-access activity: process 'sim_credential_access_tool' on 'mail-server-01',25,T1003 - OS Credential Dumping,1
EVT-008038,2024-01-25 02:01:58,employee25,198.51.100.149,hr-portal,server_access,R6,Multiple Host Access (Lateral Movement),Access to 4 distinct hosts by 'employee25' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-008039,2024-01-25 02:02:53,employee20,10.20.0.21,app-server-01,process_start,R8,Credential-Access Activity,Simulated credential-access activity: process 'sim_credential_access_tool' on 'app-server-01',25,T1003 - OS Credential Dumping,1
EVT-008040,2024-01-25 02:03:05,employee25,198.51.100.149,db-server-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 5 distinct hosts by 'employee25' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-008041,2024-01-25 02:04:25,employee25,198.51.100.149,file-server-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 6 distinct hosts by 'employee25' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-008042,2024-01-25 02:05:45,employee25,198.51.100.149,admin-jump-host,server_access,R6,Multiple Host Access (Lateral Movement),Access to 7 distinct hosts by 'employee25' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-008043,2024-01-25 02:06:25,employee25,198.51.100.149,dc-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 8 distinct hosts by 'employee25' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-008044,2024-01-25 02:14:12,employee20,203.0.113.208,admin-portal,account_creation,R5,Privilege Escalation,Privilege escalation to 'admin' via 'account_creation' on 'admin-portal',20,T1098 - Account Manipulation,1
EVT-008044,2024-01-25 02:14:12,employee20,203.0.113.208,admin-portal,account_creation,R7,New Privileged Account Created,New privileged account created on 'admin-portal' by 'employee20',25,T1136.001 - Create Account: Local Account,1
EVT-008045,2024-01-25 02:18:12,svc_ops13,203.0.113.208,vpn-gateway,login,R2,Unusual Login Time,Successful login at 02:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-008047,2024-01-25 03:33:51,employee14,203.0.113.179,vpn-gateway,login,R2,Unusual Login Time,Successful login at 03:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-008047,2024-01-25 03:33:51,employee14,203.0.113.179,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-188',10,T1078 - Valid Accounts,1
EVT-008090,2024-01-25 08:44:57,employee31,10.20.0.32,mail-server-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 4 distinct hosts by 'employee31' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,0
EVT-008124,2024-01-25 09:04:23,admin02,10.30.0.2,dc-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 4 distinct hosts by 'admin02' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,0
EVT-008278,2024-01-25 10:57:11,employee23,10.20.0.24,mail-server-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 4 distinct hosts by 'employee23' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,0
EVT-008351,2024-01-26 00:09:07,employee37,10.20.0.38,vpn-gateway,login,R2,Unusual Login Time,Successful login at 00:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-008352,2024-01-26 00:19:07,employee37,10.20.0.38,admin-portal,privilege_change,R5,Privilege Escalation,Privilege escalation to 'admin' via 'privilege_change' on 'admin-portal',20,T1098 - Account Manipulation,1
EVT-008354,2024-01-26 00:22:07,employee37,10.20.0.38,admin-jump-host,server_access,R6,Multiple Host Access (Lateral Movement),Access to 4 distinct hosts by 'employee37' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-008355,2024-01-26 01:19:21,employee15,192.0.2.19,vpn-gateway,login,R2,Unusual Login Time,Successful login at 01:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-008355,2024-01-26 01:19:21,employee15,192.0.2.19,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-115',10,T1078 - Valid Accounts,1
EVT-008359,2024-01-26 03:56:24,employee17,10.20.0.18,vpn-gateway,login,R2,Unusual Login Time,Successful login at 03:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-008362,2024-01-26 04:01:12,employee17,10.20.0.18,db-server-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 4 distinct hosts by 'employee17' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-008363,2024-01-26 04:02:11,employee17,10.20.0.18,admin-jump-host,server_access,R6,Multiple Host Access (Lateral Movement),Access to 5 distinct hosts by 'employee17' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-008364,2024-01-26 04:02:47,employee17,10.20.0.18,mail-server-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 6 distinct hosts by 'employee17' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-008369,2024-01-26 04:15:13,employee20,203.0.113.200,mfa-service,mfa_event,R4,New MFA Device Registered,A new MFA device was registered for this account,20,T1098.005 - Account Manipulation: Device Registration,1
EVT-008370,2024-01-26 04:16:13,employee20,203.0.113.200,vpn-gateway,login,R2,Unusual Login Time,Successful login at 04:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-008370,2024-01-26 04:16:13,employee20,203.0.113.200,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-1020',10,T1078 - Valid Accounts,1
